date,day_index,soc_trajectory,gpt_reported_cost,computed_cost_actual,computed_cost_forecast,milp_actual_cost,feasible,violations,api_cost_usd
2019-03-06,63,"[0.5, 0.2632, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.4493, 0.1862, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0]",27622.14,36474.55054041726,28024.745889491354,36173.96329545706,False,t=1: discharge=12.3620 kW > dmax=12.36; t=7: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.01286
2019-03-07,64,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0]",55000.0,59193.82494153263,56531.281064073424,58895.22146315789,True,,0.0139
2019-03-08,65,"[0.5, 0.7387, 0.7387, 0.7387, 0.9756, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7387, 0.7387, 0.7387, 0.7387, 0.7387, 0.7387, 0.7387, 0.7387, 0.7387, 0.7387, 0.2161, 0.0, 0.0, 0.0, 0.0]",62167.16,33992.667388488,62507.142944602245,33245.39816210527,False,t=0: charge=12.4225 kW > cmax=12.36; t=19: discharge=24.5455 kW > dmax=12.36,0.0165275
2019-03-09,66,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0, 0.0, 0.0]",65000.0,46356.841946830325,66606.59669644074,45857.11472073684,False,t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.012965
2019-03-10,67,"[0.5, 0.5, 0.5, 0.748, 0.996, 1.0, 1.0, 1.0, 1.0, 0.752, 0.504, 0.256, 0.256, 0.256, 0.504, 0.752, 1.0, 1.0, 1.0, 0.752, 0.504, 0.256, 0.0, 0.0, 0.0]",48200.0,44797.467678736844,50900.60467386379,44626.34910578947,False,t=2: charge=12.9064 kW > cmax=12.36; t=3: charge=12.9064 kW > cmax=12.36; t=13: charge=12.9064 kW > cmax=12.36; t=14: charge=12.9064 kW > cmax=12.36; t=15: charge=12.9064 kW > cmax=12.36,0.0148775
2019-03-11,68,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",47843.67,15782.038837736844,48158.36444979948,15520.940782105265,True,,0.01517
2019-03-12,69,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7368, 0.7368, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.2368, 0.4737, 0.7105, 0.9474, 0.6842, 0.4211, 0.1579, 0.0, 0.0, 0.0, 0.2368, 0.0]",42100.0,48042.41471346989,43659.004320552864,47648.022113880885,False,t=8: discharge=12.3620 kW > dmax=12.36; t=16: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36,0.0136625
2019-03-13,70,"[0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45123.45,50662.27202515199,47470.34989372855,49819.854253105244,False,t=7: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36,0.0129425
2019-03-14,71,"[0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45185.21,47891.48925606231,46489.38300488404,46681.17819263158,False,t=7: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36,0.0130675
2019-03-15,72,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0]",43200.0,46553.06656759999,44512.40377903587,45980.452364,True,,0.014615
2019-03-16,73,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.7368, 0.7368, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0]",34500.0,32158.24719231831,37060.374012328175,30520.185202526314,False,t=13: discharge=12.3620 kW > dmax=12.36; t=17: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36,0.015255
2019-03-17,74,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0]",-1234.56,33774.59829315369,37875.81245124024,33580.928398000004,False,t=17: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.014315
2019-03-18,75,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",-346.87,43453.37355659327,45392.84822785709,43224.02031556233,False,t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0157725
2019-03-19,76,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0]",45200.0,50363.270695947365,47142.567575370005,49787.04120210526,True,,0.0154775
2019-03-20,77,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45200.0,45717.228456656834,47250.00541227219,45126.2293528421,True,,0.0142225
2019-03-21,78,"[0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 0.8395, 0.5763, 0.3132, 0.05, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",43250.0,41316.01071061264,45140.90098714704,41118.14490315789,False,t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0132175
2019-03-22,79,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",42926.07,43650.18853359621,44051.1111024519,43078.68783567866,False,t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0142375
2019-03-23,80,"[0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0]",34500.0,31059.418529970524,35665.17100160756,30033.998124210524,True,,0.014975
2019-03-24,81,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",34250.0,27689.99335973684,35494.69475172948,27361.85625789473,True,,0.0146025
2019-03-25,82,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.237, 1.474, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.0, 0.0, 0.0, 0.0]",40250.0,37860.73017937684,42564.34858755764,37349.23143878116,False,soc[13]=1.237000 > soc_max=1.0; soc[14]=1.474000 > soc_max=1.0; t=14: discharge=22.2628 kW > dmax=12.36,0.0145825
2019-03-26,83,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",-1719.44,41362.37644678947,45643.21251606422,40931.089209750695,True,,0.0172625
2019-03-27,84,"[0.5, 0.2368, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.448, 0.6855, 0.923, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0]",44507.43,41043.72882246232,44507.41052586936,40691.00847944598,False,t=0: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.01243
2019-03-28,85,"[0.5, 0.2368, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 0.8395, 0.5763, 0.3132, 0.05, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0]",43693.9,39449.231531904,43693.872796742886,39149.34167052632,False,t=0: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.01657
2019-03-29,86,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.475, 0.2125, 0.2125, 0.2125, 0.45, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.45, 0.1875, 0.0, 0.0, 0.0, 0.0]",36250.0,44058.860262,37655.75836092001,43630.236961894734,True,,0.0147125
2019-03-30,87,"[0.5, 0.5, 0.5, 0.5, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.925, 0.925, 0.925, 0.925, 0.325, 0.325, 0.325, 0.325, 0.325, 0.325, 0.0]",24500.0,32846.55447168421,27098.4742463879,31345.614651578948,False,t=17: discharge=28.1808 kW > dmax=12.36; t=23: discharge=15.2646 kW > dmax=12.36,0.0155725
2019-03-31,88,"[0.5, 0.2368, 0.0, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.5763, 0.3132, 0.05, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0]",26564.6,28515.407719248,26801.14654330672,28104.5753064266,False,t=0: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.0127575
2019-04-01,89,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",61234.56,51691.05290099789,62914.54211165425,51200.32527838228,True,,0.01367
2019-04-02,90,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1.655,55686.547442105264,41466.82152728368,55029.606457506925,False,t=7: charge=26.0211 kW > cmax=12.36; t=18: discharge=46.9680 kW > dmax=12.36,0.0163225
2019-04-03,91,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.217, 0.0, 0.0, 0.0, 0.0, 0.0]",43200.0,40039.93538532631,44219.70578362221,39346.961200113576,True,,0.01429
2019-04-04,92,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43200.0,46249.12922249769,44707.10900471602,45932.50954947369,False,t=7: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36,0.0149925
2019-04-05,93,"[0.5, 0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.5263, 0.5263, 0.5263, 0.5263, 0.5263, 0.2632, 0.0, 0.0]",46250.0,37849.60509259579,46625.5888845974,37707.530853,False,t=3: charge=13.0105 kW > cmax=12.36; t=4: charge=13.0105 kW > cmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=11: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.0133075
2019-04-06,94,"[0.5, 0.2382, 0.2382, 0.0, 0.2375, 0.475, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.95, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0]",30250.0,34091.95914974232,31236.912103846746,33476.65041916897,True,,0.01491
2019-04-07,95,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0]",53755.7,54568.59449680169,53853.103273467634,54341.79619927977,True,,0.0198
2019-04-08,96,"[0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0]",-1507.6944,27731.53470731579,60008.58908970737,27301.09980526316,False,t=3: charge=26.0211 kW > cmax=12.36,0.0187525
2019-04-09,97,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",64169.51,42954.530266736845,64516.24216192421,42565.39964376731,True,,0.0156375
2019-04-10,98,"[0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.2896, 0.0528, 0.0, 0.0, 0.0, 0.0]",58755.75,47457.260975393685,59322.98666958425,47122.13198360111,True,,0.01798
2019-04-11,99,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0, 0.0]",45200.0,28437.383407526744,46294.43671493651,28072.816334238232,True,,0.01544
2019-04-12,100,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0]",45843.43,48586.33749036841,46067.826712667375,48217.75361953739,True,,0.0147275
2019-04-13,101,"[0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 0.737, 0.737, 0.737, 0.737, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0]",32000.0,37168.83941037053,34005.91499054252,37083.19206177286,True,,0.0167325
2019-04-14,102,"[0.5, 0.5, 0.5, 0.736, 0.972, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0]",34381.09,32713.61675705263,34617.67681690685,32556.98919447368,True,,0.01546
2019-04-15,103,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.2104, 0.0, 0.0, 0.0]",44200.0,42224.66956614737,45922.28529554032,41822.85067493075,False,t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.017185
2019-04-16,104,"[0.5, 0.5, 0.5, 0.7378, 0.9756, 1.0, 1.0, 1.0, 0.7384, 0.4768, 0.2152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42100.0,45598.69207815242,42618.11564127898,45156.32495695291,False,t=2: charge=12.3756 kW > cmax=12.36; t=3: charge=12.3756 kW > cmax=12.36,0.0180275
2019-04-17,105,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40500.0,47182.493084947375,41484.383670404735,46807.87794155125,True,,0.0134125
2019-04-18,106,"[0.5, 0.5, 0.5, 0.5, 0.6, 0.7, 0.7, 0.7, 0.7, 0.5, 0.3, 0.3, 0.3, 0.3, 0.4, 0.5, 0.6, 0.6, 0.6, 0.6, 0.4, 0.2, 0.0, 0.0, 0.0]",40500.0,43300.04216442104,41450.43782484843,42917.607480720224,True,,0.013385
2019-04-19,107,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.95, 0.95, 0.6882, 0.4264, 0.1646, 0.0, 0.0]",38500.0,37401.53220223916,39564.52936971034,37336.15420315789,True,,0.01362
2019-04-20,108,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.2375, 0.475, 0.2125, 0.0, 0.0, 0.0]",28500.0,28587.569437842107,30735.884482808426,26452.25136204986,True,,0.017295
2019-04-21,109,"[0.5, 0.2375, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",32000.0,19667.48722526316,33390.990437763154,18267.554918947368,True,,0.02025
2019-04-22,110,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0]",-1195.0,17428.981287999995,29914.39872102473,16419.589479210525,True,,0.0152625
2019-04-23,111,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43200.0,44142.478062597904,43764.37209119942,43303.34992496399,True,,0.0146625
2019-04-24,112,"[0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43500.0,40641.2462368421,44456.39118602632,40228.23116100001,False,t=4: charge=26.0211 kW > cmax=12.36; t=7: discharge=46.9680 kW > dmax=12.36,0.0144925
2019-04-25,113,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",23850.0,24831.792266947377,25274.352438610527,24536.420012631577,True,,0.0155625
2019-04-26,114,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.2105, 0.0, 0.0, 0.0, 0.0]",44584.67,34687.24568471284,44854.59527570418,34414.1048240831,False,t=5: charge=26.0211 kW > cmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36,0.0143575
2019-04-27,115,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7125, 0.95, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",27976.29,27655.948639601265,29630.807080317456,26662.83980238228,False,t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.014055
2019-04-28,116,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 0.75, 0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0]",29250.0,20229.710984210527,30025.888433923155,19549.84072736842,False,t=4: charge=13.0105 kW > cmax=12.36; t=5: charge=13.0105 kW > cmax=12.36; t=12: charge=13.0105 kW > cmax=12.36; t=13: charge=13.0105 kW > cmax=12.36,0.0184075
2019-04-29,117,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",41200.0,36658.078872684215,42648.81395417579,36390.66088199447,True,,0.0138075
2019-04-30,118,"[0.5, 0.2368, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.077, 0.077, 0.3145, 0.552, 0.7895, 0.7895, 0.7895, 0.7895, 0.7895, 0.5263, 0.2632, 0.0, 0.0]",40424.96,38668.593366368,40424.96038579136,38296.40153238505,False,t=0: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.0134775
2019-05-01,119,"[0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0, 0.0, 0.0]",40500.0,46140.994401002536,41727.692609417696,45448.17011933518,False,t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.01242
2019-05-02,120,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.475, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0]",41200.0,52679.12648473685,42087.36097029001,52181.94521939059,False,t=17: charge=13.6611 kW > cmax=12.36; t=18: charge=13.6611 kW > cmax=12.36,0.0146625
2019-05-03,121,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50297.46,49225.7893621019,51108.49202232015,47756.47498773684,False,t=7: discharge=12.3620 kW > dmax=12.36; t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36,0.0136325
2019-05-04,122,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",51725.61,41821.55328463159,52194.51664239473,41012.65789852631,True,,0.0179575
2019-05-05,123,"[0.5, 0.2395, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.7125, 0.452, 0.1915, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.7125, 0.7125, 0.7125, 0.7125, 0.452, 0.1915, 0.0, 0.0]",42300.0,23152.28391964,42807.2347365704,22694.6865099169,True,,0.01641
2019-05-06,124,"[0.5, 0.7375, 0.975, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45520.92,39214.44942454064,46215.561114321084,38524.080808000006,False,t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36,0.01601
2019-05-07,125,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7395, 0.479, 0.2185, 0.0, 0.0, 0.0, 0.0]",54000.0,53256.99001599579,54356.40572832483,53027.54804080609,True,,0.01485
2019-05-08,126,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0]",59479.42,39747.50468801853,59687.86512787829,39448.27490232687,False,t=17: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0158575
